series_name,episode_name,episode_number,episode_season,rating,total_votes,description
Seinfeld,The Calzone,19,7,8.7,3672,"
George gets Steinbrenner hooked on eggplant calzones from a local Italian restaurant. But George gets banned from the restaurant when he's accused of stealing from the tip jar. He then asks Kramer to pick up the calzones, but Kramer gets kicked out when he tries to pay with pennies. George's last resort in getting the calzones is Newman who wants a cut of every delivery. Meanwhile, Kramer will only wear clothing if it's straight from the dryer.    "
Seinfeld,The Bottle Deposit,20,7,8.6,3586,"
A garage mechanic steals Jerry's car. Elaine tries to win J. Peterman JFK's presidential golf clubs at an auction. George is asked to work on a mysterious assignment. Kramer and Newman run a recycling scam.    "
Seinfeld,The Wait Out,21,7,8.3,2957,"
A comment from George ends up causing a married couple to get divorced and Jerry and Elaine to date the soon-to-be exes. Kramer tries wearing jeans.    "
Seinfeld,The Invitations,22,7,8.6,3751,"
It's finally time for George and Susan's wedding. George doesn't think he can go through with the wedding. But when Susan puts George in charge of the wedding invitations, George gets the cheapest ones in the lot, knowing that the glue for the envelopes is cheap. Unfortunately for Susan, the glue is also toxic and licking the envelopes has fatal consequences. Meanwhile, Jerry courts a woman just like him named Jeannie Steinman and holds up his end of George's ""pact"" (see episode ""The Engagement"").    "
Seinfeld,The Foundation,1,8,8.1,2991,"
George enjoys the single life. Elaine takes over the catalog when J. Peterman suddenly goes missing. Kramer is taking karate lessons.    "
Seinfeld,The Soul Mate,2,8,8,2913,"
George thinks the Board of Directors are talking behind his back. Kramer has a crush on Jerry's new girlfriend. Elaine doesn't see the big deal in having a baby.    "
Seinfeld,The Bizarro Jerry,3,8,9.1,4357,"
George uses Susan's death to pick up women. Elaine's new friend is Jerry's exact opposite. Jerry's new girlfriend has manly hands. Kramer pretends to work for an upscale firm.    "
Seinfeld,The Little Kicks,4,8,8.9,3923,"
Jerry is forced to bootleg a movie for Kramer's friend. George tries the ""bad boy"" image. No one has the heart to tell Elaine that she's a terrible dancer.    "
Seinfeld,The Package,5,8,8.6,3198,"
A mysterious package arrives for Jerry. Elaine is curious about what the doctors are writing in her records. George tries to hit on the cute girl at the ""One Hour Photo"" place.    "
Seinfeld,The Fatigues,6,8,8,2963,"
Jerry's new girlfriend's mentor is dating Bania. Kramer volunteers to host a Jewish singles mixer. George tries to study up on risk management. Elaine promotes a man she is afraid to fire.    "
Seinfeld,The Checks,7,8,8.1,2945,"
Jerry gets hundreds of royalty checks, worth 12 cents each, for appearing on a Japanese TV program and gets writer's cramp. George and Jerry pitch their pilot to Japanese TV executives.    "
Seinfeld,The Chicken Roaster,8,8,8.9,4045,"
Kenny Rogers' Roasters sets up shop across the street from Jerry and Kramer's apartments. Unfortunately, their unusually large chicken sign causes problems for everybody. Kramer and Jerry wind up switching apartments--and personalities--because of it. Jerry is freaked out by a wooden doll in Kramer's apartment, and Newman gets Kramer hooked on Kenny Roger's chicken. Elaine gets comfortable in her position as president of the catalog but is quickly accused of abusing the company credit card, especially when she buys George an expensive hat and George purposefully ...    "
Seinfeld,The Abstinence,9,8,9,3893,"
Abstinence allows George to become a genius, but it turns Elaine into an idiot. Jerry gets bumped from career day at his old Jr. High School. Kramer turns his apartment into a smoking lounge and all the smoke disfigures his face.    "
Seinfeld,The Andrea Doria,10,8,8.4,2993,"
A survivor of a shipwreck beats George out of an apartment, so George decides to tell the landlords the tragedies of his life in hopes of getting it back based on pity.    "
Seinfeld,The Little Jerry,11,8,8.3,3102,"
Jerry bounces a check. Kramer buys a live chicken. George dates a female convict. Elaine dates a man who shaves his head.    "
Seinfeld,The Money,12,8,7.7,2801,"
Jerry's parents believe he is financially unstable. Kramer has trouble sleeping with his girlfriend. Elaine enjoys her position as President of the J. Peterman catalog. George hopes to get his parents' money when they die.    "
Seinfeld,The Comeback,13,8,8.5,3263,"
George tries to come up with a good comeback after someone insults him. Elaine falls in love with a mysterious employee at the video store. Kramer wants to die a certain way. Jerry takes advice from a tennis player who stinks.    "
Seinfeld,The Van Buren Boys,14,8,8,2911,"
Kramer gets mixed up with a gang when he is mugged by them and mistakenly shows their secret sign.    "
Seinfeld,The Susie,15,8,8.6,3221,"
Kramer sets his watch an hour ahead. George tries to avoid a breakup with his girlfriend. A colleague keeps calling Elaine, Susie. Jerry gambles on a basketball game, but the bookie can't pay him.    "
Seinfeld,The Pothole,16,8,8.7,3200,"
Jerry accidentally knocks his girlfriend's toothbrush in the toilet. George drops his keys in a pothole that is paved over. A restaurant refuses to deliver food to Elaine's address. Kramer adopts a highway.    "
Seinfeld,The English Patient,17,8,8.5,3239,"
Elaine is dragged to see the movie ""The English Patient (1996) "" on multiple occasions, even though she absolutely hates the film.    "
Seinfeld,The Nap,18,8,8.7,3428,"
George takes a nap under his desk. Kramer swims in the East River. Jerry has some maintenance done on his kitchen. Elaine's new boyfriend buys her a new mattress.    "
Seinfeld,The Yada Yada,19,8,9,4197,"
George's new girlfriend keeps including ""Yada Yada"" in her stories. Jerry is offended by Tim Whatley's Jewish jokes. Elaine tries to help her friends adopt a baby. Kramer and Mickey fight over two women.    "
Seinfeld,The Millennium,20,8,8.1,2907,"
Kramer and Newman compete during the early planning of each of their millenium parties.    "
Seinfeld,The Muffin Tops,21,8,8.4,3143,"
Elaine opens a new bakery that sells only the tops of the muffins.    "
Seinfeld,The Summer of George,22,8,8.5,3186,"
Unemployed again, George decides to have a ""memorable"" summer. Jerry's new girlfriend has another dude. Kramer wins a Tony Award. A new woman at work is hostile towards Elaine.    "
Seinfeld,The Butter Shave,1,9,8.4,3253,"
Kramer discovers the amazing yet unknown uses of butter, but accidentally fries himself after using it as sunscreen.    "
Seinfeld,The Voice,2,9,8.4,3193,"
George's colleagues try to force him to leave. Jerry makes fun of his girlfriend's bellybutton. Kramer hires an intern. Elaine gets back together with David Puddy.    "
Seinfeld,The Serenity Now,3,9,8.8,3992,"
Jerry opens up his feelings. Elaine is getting hit on by the Jews. Kramer gets a screen door. George helps his father sell computers.    "
Seinfeld,The Blood,4,9,8.1,2997,"
Jerry's parents hire their friend Izzy Mandelbaum to become Jerry's personal trainer while George decides to associate food and television with his love life.    "
Seinfeld,The Junk Mail,5,9,8,2929,"
Kramer is annoyed with the catalogs he keeps getting in the mail. Elaine falls in love with a guy because of his smile. George's parents are avoiding him. Jerry can't find it in his heart to reject a gift from an old school friend.    "
Seinfeld,The Merv Griffin Show,6,9,9,4399,"
George runs over a flock of pigeons. Jerry's girlfriend has a vintage toy collection she won't let him touch. A new co-worker is freaking Elaine out. Kramer rebuilds the set of ""The Merv Griffin Show"" in his apartment.    "
Seinfeld,The Slicer,7,9,8.4,2980,"
Elaine borrows Kramer's meat slicer to feed her neighbor's cat while George tries to hide his not-so-great past from his new boss.    "
Seinfeld,The Betrayal,8,9,8.9,4539,"
Elaine and the gang head to India to attend a wedding; Jerry betrays George by having sex with his prospective girlfriend; Kramer grapples with a malignant wish.    "
Seinfeld,The Apology,9,9,8.2,2995,"
George is angered when an old acquaintance withholds a 12-Step-mandated apology; Jerry's girlfriend is too comfortable with her nudity; Elaine works with a germaphobe.    "
Seinfeld,The Strike,10,9,8.7,3909,"
Jerry goes out with a woman who is beautiful one day and ugly the next. Kramer goes back to work at H&H Bagels. George makes up a charity. Elaine gives a fake number to a man.    "
Seinfeld,The Dealership,11,9,8.4,3144,"
Jerry looks to buy a new car from Elaine's boyfriend. George tries to find a snack. Kramer test drives a car.    "
Seinfeld,The Reverse Peephole,12,9,8.2,2956,"
Elaine is embarrassed by Puddy's fur coat. Kramer tries to keep Newman from getting evicted. George carries everything in his wallet. Jerry is through with wallets.    "
Seinfeld,The Cartoon,13,9,7.9,2953,"
Sally Weaver makes fun of Jerry. George's new girlfriend looks just like Jerry. Kramer takes a vow of silence. Elaine gets a job drawing cartoons for the New Yorker.    "
Seinfeld,The Strongbox,14,9,8,2896,"
George's new girlfriend refuses to break up with him. Jerry doesn't help out a neighbor. Elaine's new boyfriend is poor. Kramer tries to find a good place to hide his key for his strongbox.    "
Seinfeld,The Wizard,15,9,7.9,2817,"
Jerry goes down to Florida for his father's birthday. George tries to avoid Susan's parents. Elaine can't figure out her new boyfriend's nationality. Kramer decides to retire.    "
Seinfeld,The Burning,16,9,8.3,3249,"
Elaine finds out that Puddy is religious. Kramer pretends to have gonorrhea. Jerry's new girlfriend has a tractor story to tell him. George wants everyone at work to like him.    "
Seinfeld,The Bookstore,17,9,8.2,2884,"
George is forced to buy a book he took with him into the bathroom. Jerry finds out that his Uncle Leo is a shoplifter. Elaine doesn't want to be known as the office skank. Kramer and Newman start a Hong Kong rickshaw business.    "
Seinfeld,The Frogger,18,9,8.7,3643,"
George is obsessed with preserving his Frogger high score for posterity; Jerry stays one step ahead of a serial killer; Elaine eats Peterman's expensive cake:    "
Seinfeld,The Maid,19,9,8,2843,"
Jerry gets into romance with his maid; George struggles to get the nickname ""T-Bone"" around the office; Elaine searches for a new telephone number.    "
Seinfeld,The Puerto Rican Day,20,9,7.9,3074,"
Jerry, George, Kramer and Elaine get stuck in standstill traffic due to the massive Puerto Rican Day Parade.    "
